src_ip,dst_ip,src_port,dst_port,protocol,app,domain,packets,bytes,start_ts,status,country
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,750,1086444,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,800,1158528,1772215276,FORWARDED,LAN
192.168.51.232,151.101.104.159,52704,443,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,150,10708,1772215276,FORWARDED,USA
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,850,1232028,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,900,1305528,1772215276,FORWARDED,LAN
192.168.51.232,151.101.104.159,52704,443,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,200,17187,1772215276,FORWARDED,USA
192.168.51.232,192.168.3.8,63951,53,UDP,DNS,,1,79,1772215278,FORWARDED,LAN
192.168.51.232,192.168.3.8,64163,53,UDP,DNS,,1,79,1772215278,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63951,UDP,DNS,,1,95,1772215278,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,64163,UDP,DNS,,1,129,1772215278,FORWARDED,LAN
192.168.51.232,192.178.211.84,61116,443,UDP,Google,accounts.google.com,1,1292,1772215278,FORWARDED,Unknown
192.178.211.84,192.168.51.232,443,61116,UDP,Google,accounts.google.com,1,82,1772215278,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,950,1364013,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1000,1435409,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1050,1498171,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1100,1552578,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1150,1609971,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1200,1669951,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1250,1729214,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1300,1801448,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1350,1874948,1772215276,FORWARDED,LAN
192.168.51.232,151.101.104.159,52704,443,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,250,22540,1772215276,FORWARDED,USA
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1400,1936361,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1450,2008842,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1500,2073882,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1550,2147382,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1600,2220882,1772215276,FORWARDED,LAN
192.168.51.232,162.159.140.229,56280,443,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215278,FORWARDED,Unknown
192.168.51.232,162.159.140.229,65088,443,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215278,FORWARDED,Unknown
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1650,2292972,1772215276,FORWARDED,LAN
192.168.51.232,162.159.140.229,62219,443,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215278,FORWARDED,Unknown
192.168.51.232,162.159.140.229,64631,443,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215278,FORWARDED,Unknown
192.168.51.232,162.159.140.229,55182,443,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215278,FORWARDED,Unknown
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1700,2366472,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1750,2439972,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1800,2512305,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1850,2585020,1772215276,FORWARDED,LAN
162.159.140.229,192.168.51.232,443,56280,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215278,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1900,2657660,1772215276,FORWARDED,LAN
162.159.140.229,192.168.51.232,443,65088,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215278,FORWARDED,LAN
162.159.140.229,192.168.51.232,443,55182,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215278,FORWARDED,LAN
162.159.140.229,192.168.51.232,443,62219,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215278,FORWARDED,LAN
162.159.140.229,192.168.51.232,443,64631,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,1,66,1772215278,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,1950,2728822,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2000,2801067,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2050,2873210,1772215276,FORWARDED,LAN
192.168.51.232,151.101.104.159,52704,443,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,300,25240,1772215276,FORWARDED,USA
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2100,2946710,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2150,3020210,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2200,3092040,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2250,3165540,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2300,3239040,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2350,3312540,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2400,3386040,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2450,3459540,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2500,3533040,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2550,3606540,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2600,3680040,1772215276,FORWARDED,LAN
192.168.51.232,151.101.104.159,52704,443,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,350,27940,1772215276,FORWARDED,USA
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2650,3753540,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2700,3827040,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2750,3900540,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2800,3974040,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2850,4047540,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2900,4121040,1772215276,FORWARDED,LAN
192.168.51.232,192.168.3.8,63853,53,UDP,DNS,,1,81,1772215278,FORWARDED,LAN
192.168.51.232,192.168.3.8,56762,53,UDP,DNS,,1,81,1772215278,FORWARDED,LAN
192.178.211.84,192.168.51.232,443,61116,UDP,Google,accounts.google.com,50,53063,1772215278,FORWARDED,LAN
192.168.51.232,20.189.173.17,64402,443,TCP,Microsoft,,1,54,1772215278,FORWARDED,USA
192.168.3.8,192.168.51.232,53,56762,UDP,DNS,,1,221,1772215278,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63853,UDP,DNS,,1,205,1772215278,FORWARDED,LAN
192.168.51.232,23.38.55.93,50301,443,TCP,HTTPS,e2885.e9.akamaiedge.net,1,66,1772215278,FORWARDED,Unknown
23.38.55.93,192.168.51.232,443,50301,TCP,HTTPS,e2885.e9.akamaiedge.net,1,66,1772215278,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,2950,4184788,1772215276,FORWARDED,LAN
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,3000,4258085,1772215276,FORWARDED,LAN
192.168.51.232,192.178.211.84,61116,443,UDP,Google,accounts.google.com,50,12244,1772215278,FORWARDED,Unknown
192.178.211.84,192.168.51.232,443,61116,UDP,Google,accounts.google.com,100,112507,1772215278,FORWARDED,LAN
192.168.51.232,151.101.104.159,52704,443,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,400,31264,1772215276,FORWARDED,USA
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,3050,4328158,1772215276,FORWARDED,LAN
20.189.173.17,192.168.51.232,443,64402,TCP,Microsoft,,1,60,1772215278,FORWARDED,LAN
192.168.50.189,224.0.0.251,5353,5353,UDP,Unknown,,1,423,1772215278,FORWARDED,Unknown
192.168.51.232,140.82.112.21,55711,443,TCP,HTTPS,,1,55,1772215278,FORWARDED,Unknown
192.168.51.232,192.168.3.8,53192,53,UDP,DNS,,1,79,1772215278,FORWARDED,LAN
192.168.51.232,192.168.3.8,57979,53,UDP,DNS,,1,79,1772215278,FORWARDED,LAN
192.168.51.232,192.178.211.84,49178,443,UDP,Google,accounts.google.com,1,1292,1772215278,FORWARDED,Unknown
192.168.51.232,192.168.3.8,58509,53,UDP,DNS,,1,70,1772215278,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,53192,UDP,DNS,,1,129,1772215278,FORWARDED,LAN
192.168.51.232,192.168.3.8,54958,53,UDP,DNS,,1,70,1772215278,FORWARDED,LAN
192.168.51.232,192.168.3.8,56076,53,UDP,DNS,,1,79,1772215278,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,57979,UDP,DNS,,1,95,1772215278,FORWARDED,LAN
192.168.51.232,192.168.3.8,64049,53,UDP,DNS,,1,79,1772215278,FORWARDED,LAN
192.168.51.232,192.178.211.84,59245,443,UDP,Google,accounts.google.com,1,1292,1772215278,FORWARDED,Unknown
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,400,92149,1772215246,FORWARDED,USA
192.168.3.8,192.168.51.232,53,58509,UDP,DNS,,1,92,1772215278,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,56076,UDP,DNS,,1,129,1772215278,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,54958,UDP,DNS,,1,86,1772215278,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,64049,UDP,DNS,,1,95,1772215278,FORWARDED,LAN
192.168.51.232,142.250.76.78,54860,443,UDP,Google,google.com,1,1292,1772215278,FORWARDED,USA
192.178.211.84,192.168.51.232,443,49178,UDP,Google,accounts.google.com,1,82,1772215278,FORWARDED,LAN
192.168.51.232,192.178.211.84,63084,443,UDP,Google,accounts.google.com,1,1292,1772215278,FORWARDED,Unknown
192.178.211.84,192.168.51.232,443,59245,UDP,Google,accounts.google.com,1,82,1772215278,FORWARDED,LAN
192.178.211.84,192.168.51.232,443,63084,UDP,Google,accounts.google.com,1,82,1772215278,FORWARDED,LAN
142.250.76.78,192.168.51.232,443,54860,UDP,Google,google.com,1,82,1772215279,FORWARDED,LAN
192.168.51.232,192.168.3.8,53349,53,UDP,DNS,,1,74,1772215279,FORWARDED,LAN
192.168.51.232,192.168.3.8,63729,53,UDP,DNS,,1,74,1772215279,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,53349,UDP,DNS,,1,96,1772215279,FORWARDED,LAN
192.168.51.232,142.250.193.100,55148,443,UDP,Google,www.google.com,1,1292,1772215279,FORWARDED,USA
192.168.3.8,192.168.51.232,53,63729,UDP,DNS,,1,90,1772215279,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,55148,UDP,Google,www.google.com,1,82,1772215279,FORWARDED,LAN
192.178.211.84,192.168.51.232,443,59245,UDP,Google,accounts.google.com,50,53427,1772215278,FORWARDED,LAN
192.168.51.232,192.168.3.8,58466,53,UDP,DNS,,1,77,1772215279,FORWARDED,LAN
192.168.51.232,192.168.3.8,65168,53,UDP,DNS,,1,77,1772215279,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,58466,UDP,DNS,,1,99,1772215279,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,65168,UDP,DNS,,1,93,1772215279,FORWARDED,LAN
192.168.51.232,142.250.193.131,58600,443,UDP,Google,fonts.gstatic.com,1,1292,1772215279,FORWARDED,USA
142.250.193.131,192.168.51.232,443,58600,UDP,Google,fonts.gstatic.com,1,82,1772215279,FORWARDED,LAN
140.82.112.21,192.168.51.232,443,55711,TCP,HTTPS,,1,66,1772215279,FORWARDED,LAN
142.250.193.131,192.168.51.232,443,58600,UDP,Google,fonts.gstatic.com,50,60679,1772215279,FORWARDED,LAN
172.66.0.227,192.168.51.232,443,65393,TCP,Twitter/X,dynamic.x.com.cdn.cloudflare.net,50,32530,1772215276,FORWARDED,LAN
192.178.211.84,192.168.51.232,443,55504,UDP,Google,accounts.google.com,50,24610,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,49931,53,UDP,DNS,,1,85,1772215280,FORWARDED,LAN
192.168.51.232,192.168.3.8,57143,53,UDP,DNS,,1,85,1772215280,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,49931,UDP,DNS,,1,171,1772215280,FORWARDED,LAN
192.168.51.232,192.168.3.8,59689,53,UDP,DNS,,1,75,1772215280,FORWARDED,LAN
192.168.51.232,192.168.3.8,64408,53,UDP,DNS,,1,75,1772215280,FORWARDED,LAN
192.168.51.232,142.250.192.193,59192,443,TCP,YouTube,,1,66,1772215280,FORWARDED,USA
192.168.3.8,192.168.51.232,53,64408,UDP,DNS,,1,91,1772215280,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,57143,UDP,DNS,,1,130,1772215280,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,59689,UDP,DNS,,1,125,1772215280,FORWARDED,LAN
192.168.51.232,142.250.182.14,55459,443,UDP,Google,play.google.com,1,1292,1772215280,FORWARDED,USA
142.250.192.193,192.168.51.232,443,59192,TCP,Google,googlehosted.l.googleusercontent.com,1,66,1772215280,FORWARDED,LAN
142.250.182.14,192.168.51.232,443,55459,UDP,Google,play.google.com,1,82,1772215280,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1450,1461049,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1500,1506712,1772215246,FORWARDED,LAN
192.168.50.190,224.0.0.251,5353,5353,UDP,Unknown,,1,103,1772215280,FORWARDED,Unknown
192.168.51.177,224.0.0.251,5353,5353,UDP,Unknown,,1,124,1772215281,FORWARDED,Unknown
192.168.50.125,224.0.0.251,5353,5353,UDP,Unknown,,1,100,1772215281,FORWARDED,Unknown
192.168.51.111,224.0.0.251,5353,5353,UDP,Unknown,,1,461,1772215281,FORWARDED,Unknown
192.168.50.138,239.255.255.250,54577,1900,UDP,Unknown,,1,167,1772215281,FORWARDED,Unknown
192.168.51.115,224.0.0.251,5353,5353,UDP,Unknown,,1,388,1772215282,FORWARDED,Unknown
192.168.52.68,224.0.0.251,5353,5353,UDP,Unknown,,1,909,1772215282,FORWARDED,Unknown
192.168.52.142,224.0.0.251,5353,5353,UDP,Unknown,,50,23722,1772215254,FORWARDED,Unknown
192.168.51.38,239.255.255.250,40944,1900,UDP,Unknown,,1,167,1772215283,FORWARDED,Unknown
192.168.51.219,239.255.255.250,62410,1900,UDP,Unknown,,1,212,1772215283,FORWARDED,Unknown
151.101.104.159,192.168.51.232,443,52704,TCP,Twitter/X,dualstack.twimg.twitter.map.fastly.net,3100,4394691,1772215276,FORWARDED,LAN
192.168.51.111,239.255.255.250,64433,1900,UDP,Unknown,,1,167,1772215284,FORWARDED,Unknown
192.168.52.13,224.0.0.251,5353,5353,UDP,Unknown,,1,412,1772215284,FORWARDED,Unknown
192.168.51.101,224.0.0.251,5353,5353,UDP,Unknown,,1,370,1772215284,FORWARDED,Unknown
192.168.51.232,172.217.26.110,56570,443,UDP,Google,www3.l.google.com,1,1292,1772215284,FORWARDED,USA
172.217.26.110,192.168.51.232,443,56570,UDP,Google,www3.l.google.com,1,82,1772215284,FORWARDED,LAN
192.168.50.131,224.0.0.251,5353,5353,UDP,Unknown,,1,200,1772215284,FORWARDED,Unknown
192.168.52.52,224.0.0.251,5353,5353,UDP,Unknown,,1,123,1772215284,FORWARDED,Unknown
192.168.51.232,142.250.182.195,56016,443,UDP,Google,www.gstatic.com,1,1292,1772215284,FORWARDED,USA
142.250.182.195,192.168.51.232,443,56016,UDP,Google,www.gstatic.com,1,82,1772215284,FORWARDED,LAN
192.168.51.232,192.168.3.8,57915,53,UDP,DNS,,1,71,1772215285,FORWARDED,LAN
192.168.51.232,192.168.3.8,62437,53,UDP,DNS,,1,71,1772215285,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,62437,UDP,DNS,,1,103,1772215285,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,57915,UDP,DNS,,1,132,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,1,1292,1772215285,FORWARDED,USA
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,1,1242,1772215285,FORWARDED,LAN
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,50,51381,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,50,15283,1772215285,FORWARDED,USA
192.168.51.232,192.168.3.8,50497,53,UDP,DNS,,1,74,1772215286,FORWARDED,LAN
192.168.51.232,192.168.3.8,59740,53,UDP,DNS,,1,74,1772215286,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,50497,UDP,DNS,,1,135,1772215286,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,59740,UDP,DNS,,1,106,1772215286,FORWARDED,LAN
192.168.51.232,172.64.155.209,64837,443,UDP,Twitter/X,ab.chatgpt.com,1,1292,1772215286,FORWARDED,Unknown
172.64.155.209,192.168.51.232,443,64837,UDP,Twitter/X,ab.chatgpt.com,1,1242,1772215286,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,100,74557,1772215285,FORWARDED,USA
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,100,85509,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,150,134428,1772215285,FORWARDED,USA
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,200,190940,1772215285,FORWARDED,USA
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,150,99748,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,250,247876,1772215285,FORWARDED,USA
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,200,137012,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,300,297313,1772215285,FORWARDED,USA
192.168.51.232,172.64.155.209,64837,443,UDP,Twitter/X,ab.chatgpt.com,50,38354,1772215286,FORWARDED,Unknown
192.168.51.236,239.255.255.250,65150,1900,UDP,Unknown,,1,211,1772215287,FORWARDED,Unknown
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,250,181259,1772215285,FORWARDED,LAN
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,300,236119,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,350,320794,1772215285,FORWARDED,USA
192.168.52.92,239.255.255.250,46748,1900,UDP,Unknown,,1,179,1772215288,FORWARDED,Unknown
52.123.128.14,192.168.51.232,443,65482,TCP,Microsoft,,1,60,1772215289,FORWARDED,LAN
192.168.52.60,192.168.55.255,57621,57621,UDP,Unknown,,1,86,1772215289,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1550,1528091,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,450,98484,1772215246,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1600,1575800,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,63962,53,UDP,DNS,,1,80,1772215290,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63962,UDP,DNS,,1,96,1772215290,FORWARDED,LAN
192.168.51.232,216.239.34.157,61067,443,TCP,Google,tunnel.googlezip.net,1,66,1772215290,FORWARDED,Unknown
216.239.34.157,192.168.51.232,443,61067,TCP,Google,tunnel.googlezip.net,1,66,1772215290,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1650,1624289,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1700,1688884,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1750,1752340,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1800,1804725,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,500,113731,1772215246,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1850,1857206,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1900,1914905,1772215246,FORWARDED,LAN
192.168.51.232,192.178.211.84,55504,443,UDP,Google,accounts.google.com,50,15392,1772215246,FORWARDED,Unknown
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,1950,1961921,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2000,2022020,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,53172,53,UDP,DNS,,1,80,1772215291,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,53172,UDP,DNS,,1,96,1772215291,FORWARDED,LAN
192.168.51.232,216.239.34.157,63057,443,TCP,Google,tunnel.googlezip.net,1,66,1772215291,FORWARDED,Unknown
216.239.34.157,192.168.51.232,443,63057,TCP,Google,tunnel.googlezip.net,1,66,1772215291,FORWARDED,LAN
142.251.222.110,192.168.51.232,443,64677,UDP,Google,youtube-ui.l.google.com,150,139601,1772215267,FORWARDED,LAN
192.168.51.232,192.168.3.8,62448,53,UDP,DNS,,1,80,1772215291,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,62448,UDP,DNS,,1,96,1772215291,FORWARDED,LAN
192.168.51.232,216.239.34.157,64346,443,TCP,Google,tunnel.googlezip.net,1,66,1772215291,FORWARDED,Unknown
216.239.34.157,192.168.51.232,443,64346,TCP,Google,tunnel.googlezip.net,1,66,1772215291,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,550,128352,1772215246,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2050,2062742,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2100,2119174,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2150,2182278,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,56096,53,UDP,DNS,,1,81,1772215292,FORWARDED,LAN
192.168.51.232,192.168.3.8,50697,53,UDP,DNS,,1,81,1772215292,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,50697,UDP,DNS,,1,145,1772215292,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,56096,UDP,DNS,,1,138,1772215292,FORWARDED,LAN
192.168.51.232,216.239.32.223,64373,443,UDP,Google,jnn-pa.googleapis.com,1,1292,1772215292,FORWARDED,Unknown
216.239.32.223,192.168.51.232,443,64373,UDP,Google,jnn-pa.googleapis.com,1,82,1772215292,FORWARDED,LAN
216.239.34.157,192.168.51.232,443,64346,TCP,Google,tunnel.googlezip.net,50,45286,1772215291,FORWARDED,LAN
192.168.51.232,192.168.3.8,49673,53,UDP,DNS,,1,75,1772215293,FORWARDED,LAN
192.168.51.232,192.168.3.8,49339,53,UDP,DNS,,1,75,1772215293,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,49339,UDP,DNS,,1,91,1772215293,FORWARDED,LAN
192.168.51.232,142.251.43.163,49250,443,UDP,Google,ssl.gstatic.com,1,1292,1772215293,FORWARDED,Unknown
192.168.3.8,192.168.51.232,53,49673,UDP,DNS,,1,132,1772215293,FORWARDED,LAN
192.168.51.236,192.168.55.255,57621,57621,UDP,Unknown,,1,86,1772215293,FORWARDED,LAN
142.251.43.163,192.168.51.232,443,49250,UDP,Google,ssl.gstatic.com,1,82,1772215293,FORWARDED,LAN
192.168.52.34,224.0.0.251,5353,5353,UDP,Unknown,,1,164,1772215293,FORWARDED,Unknown
192.168.50.192,224.0.0.251,5353,5353,UDP,Unknown,,1,150,1772215294,FORWARDED,Unknown
192.168.50.162,224.0.0.251,5353,5353,UDP,Unknown,,1,164,1772215294,FORWARDED,Unknown
